Tiêu đề,Đường trước nhà,Số tầng,Số phòng ngủ,Chỗ để xe,Giá,Diện tích,Kích thước,Ngày đăng,Địa chỉ
GẤP BÁN - MẶT TIỀN KHU TÊN LỬA - AEON MALL BÌNH TÂN - BẾN XE MIỀN TÂY,10m,4.0,5.0,Có,"12,8 tỷ",90 m²,"4,5x20m",08/10/2025,"Đường Tên Lửa, Phường Bình Trị Đông, Hồ Chí Minh"
GẤP BÁN - KHU BÌNH PHÚ - MẶT TIỀN KINH DOANH - TRUNG TÂM QUẬN 6,8m,5.0,4.0,Có,"8,5 tỷ",72 m²,4x18m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
GẤP BÁN - KHU BÌNH PHÚ - MẶT TIỀN KINH DOANH - TRUNG TÂM QUẬN 6,12m,4.0,4.0,Có,9 tỷ,64 m²,4x16m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
GẤP BÁN - KHU PHÂN LÔ CƯ XÁ - MẶT TIỀN KINH DOANH - QUẬN 6,12m,4.0,4.0,Có,9 tỷ,80 m²,4x20m,08/10/2025,"Đường Cư Xá Phú Lâm A, Phường Phú Lâm, Hồ Chí Minh"
"Khu Bình Phú - Trần Văn Kiểu - 4 tầng - 4,5x16m - 4PN khép kín - Nhà mới",12m,4.0,4.0,Có,11 tỷ,72 m²,"4,5x16m",08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KHU BÌNH PHÚ - METRO BÌNH PHÚ - QUẬN 6,12m,6.0,5.0,Có,10 tỷ,76 m²,4x19m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
Mặt tiền kinh doanh đỉnh CXPL B - 4x18m - 4 tầng - 4PN khép kín - Đường 10m,12m,4.0,4.0,Có,"12,9 tỷ",72 m²,4x18m,08/10/2025,"Đường Cư Xá Phú Lâm A, Phường Phú Lâm, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KHU TÊN LỬA - AEON MALL BÌNH TÂN - GIÁP QUẬN 6,8m,4.0,6.0,Có,"8,8 tỷ",100 m²,5x20m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KHU BÌNH PHÚ - QUẬN 6,10m,4.0,5.0,Có,"13,5 tỷ",90 m²,"4,5x20m",08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
Mặt tiền khu Bình Phú - Trần Văn Kiểu - 4x24m - 4 tầng - 4PN lớn,10m,4.0,4.0,Có,10 tỷ,96 m²,4x24m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
Mặt tiền kinh doanh KDC Nam Hùng Vương - 4 tầng - 4x23m - 5PN - Dòng tiền 15 triệu/ tháng,12m,4.0,5.0,Có,"10,8 tỷ",92 m²,4x23m,08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
KDC Nam Hùng Vương - Mặt tiền kinh doanh - 5 tầng - 4x23m - 4PN - Gần công viên,12m,5.0,4.0,Có,10 tỷ,90 m²,4x23m,08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
"Mặt tiền kinh doanh KDC Nam Hùng Vương - 4 tầng - 4,5x20m - 4PN - Gần công viên",20m,4.0,4.0,Có,12 tỷ,90 m²,"4,5x20m",08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
Mặt tiền Mai Xuân Thưởng - Quận 6 - 6 tầng - 4x18m - 6PN - Gara ôtô - Kinh doanh đỉnh,12m,6.0,6.0,Có,17 tỷ,74 m²,4x18m,08/10/2025,"Đường Mai Xuân Thưởng, Phường Bình Tiên, Hồ Chí Minh"
Quận 6 - Chợ Phú Lâm - 5 tầng - 90m2 - Thang máy - Hồ Bơi - Nội thất cao cấp,6m,5.0,6.0,Có,"11,6 tỷ",90 m²,6x15m,08/10/2025,"Đường Tân Hòa Đông, Phường Phú Lâm, Hồ Chí Minh"
"BIỆT THỰ chợ Phú Lâm - Quận 6 - 4 tầng - 150m2 (ngang 7,5m) - 4PN khép kín - Nội thất gỗ",5m,4.0,4.0,Có,"10,9 tỷ",150 m²,"7,5x19m",08/10/2025,"Đường Tân Hòa Đông, Phường Bình Trị Đông, Hồ Chí Minh"
"bán mặt tiền khu Bình Phú - 5 tầng - 4,5x24m - 5PN rộng - Ngay Metro",8m,5.0,5.0,Có,"13,5 tỷ",108 m²,"4,5x24m",08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
Mặt tiền kinh doanh đường Chợ Lớn - Bình Phú - 4 tầng - 4x25m - Đường 20m,20m,4.0,4.0,Có,"17,6 tỷ",100 m²,4x25m,08/10/2025,"Đường Chợ Lớn, Phường Bình Phú, Hồ Chí Minh"
Mặt tiền kinh doanh Kinh Dương Vương - Rạp Galaxy - 5 tầng - 4x 20m - 8PN - Đường 30m,30m,5.0,8.0,Có,13 tỷ,80 m²,4x20m,08/10/2025,"Đường Kinh Dương Vương, Phường Phú Lâm, Hồ Chí Minh"
Mặt tiền khu Tên Lửa - Thang máy - 4m x 25m - 4 tầng - 5PN - Gần Nhà thờ PhaoLô,10m,4.0,5.0,Có,11 tỷ,100 m²,4x25m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền đối diện chợ Da Sà - Nhà thờ PhaoLô - 4 tầng - 5m x 18m - Kinh doanh đỉnh,20m,4.0,4.0,Có,13 tỷ,90 m²,5x18m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - KHU TÊN LỬA - AEON MALL BÌNH TÂN - BẾN XE MIỀN TÂY - QUẬN 6,6m,4.0,4.0,Có,"9,9 tỷ",95 m²,"5,3x19m",08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền Lý Chiêu Hoàng - Cạnh Bình Phú - 4 tầng - 5m x 20m - 5PN - Kinh doanh đỉnh,10m,4.0,4.0,Có,12 tỷ,100 m²,5x20m,08/10/2025,"Đường Lý Chiêu Hoàng, Phường Bình Phú, Hồ Chí Minh"
"Mặt tiền khu Tên Lửa - Nhà thờ Phaolô - 4 tầng - 4,5m x 15m - 5PN",12m,4.0,5.0,Có,"10,9 tỷ",68 m²,"4,5x15m",08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Biệt thự Tên Lửa - 4 tầng - 6x22m - Thang máy cao cấp - Gần Aeon Mall,12m,4.0,4.0,Có,16 tỷ,132 m²,6x22m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền kinh doanh ngay KDC Lý Chiêu Hoàng - 4 tầng - 4x26m - 4PN kín - Phòng Karaoke,16m,5.0,4.0,Có,"15,5 tỷ",104 m²,4x24m,08/10/2025,"Đường Lý Chiêu Hoàng, Phường An Lạc, Hồ Chí Minh"
Mặt tiền khu Tên Lửa - Ngang hiếm 6m x 20m - 4 tầng - Đường 12m - gần Aeon Mall Bình Tân,10m,4.0,4.0,Có,11 tỷ,120 m²,6x20m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - TOÀN NHÀ VĂN PHÒNG - 5 TẦNG - BÌNH TÂN GIÁP QUẬN 6,4m,5.0,10.0,Có,"13,6 tỷ",160 m²,10x16m,08/10/2025,"Đường Phan Anh, Phường Bình Trị Đông, Hồ Chí Minh"
Mặt tiền khu Bình Phú - Ngay Bệnh viện Quận 6 - 4 tầng - 4x17m - 4PN rộng - Gần công viên,6m,4.0,4.0,Có,"9,9 tỷ",68 m²,4x17m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
"Mặt tiền 12m - Gần Aeon Mall Bình Tân - 4 tầng - 4,5m x 20m - 4PN",12m,4.0,4.0,Có,"11,3 tỷ",90 m²,"4,5x20m",08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
Mặt tiền gần Nhà thờ PhaoLô - 4 tầng - 5m x 20m - 5PN - View công viên,8m,4.0,5.0,Có,"11,899 tỷ",100 m²,5x20m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền khu Bình Phú - Chợ Lớn - Metro - 4 tầng - 4m x 16m - 4PN rộng,8m,5.0,4.0,Có,"8,5 tỷ",64 m²,4x16m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
Mặt tiền kinh doanh Vip Quận 6 - 4 tầng - 4m x 18m - 4PN lớn - Đường 30m,30m,4.0,4.0,Có,11 tỷ,72 m²,4x18m,08/10/2025,"Đường Hồng Bàng, Phường Bình Tây, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KHU TÊN LỬA - AEON MALL BÌNH TÂN - GIÁP QUẬN 6,20m,4.0,5.0,Có,"14,5 tỷ",100 m²,5x20m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền kinh doanh khu Tên Lửa - 4 tầng - 4x20m - 4PN - Kinh doanh sầm uất ngày đêm,12m,4.0,4.0,Có,11 tỷ,80 m²,4x20m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Căn hộ dịch vụ cạnh khu Tên Lửa - 6 tầng - 4x18m - Hệ thống báo cháy - Thang máy cao cấp,8m,6.0,9.0,Có,10 tỷ,72 m²,4x18m,08/10/2025,"Đường Trương Phước Phan, Phường Bình Trị Đông, Hồ Chí Minh"
GẤP BÁN - CHỦ NGỘP - KHU TÊN LỬA - AEON MALL BÌNH TÂN - GIÁP QUẬN 6,6m,3.0,6.0,Có,"8,99 tỷ",99 m²,9x11m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Khu Tên Lửa - 3 phút đến Aeon Mall Bình Tân - 5 tầng - Nội thất gỗ cao cấp,6m,5.0,4.0,Có,"7,499 tỷ",72 m²,4x15m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Trung tâm khu Tên Lửa - Gần Aeon Mall Bình Tân - 4 tầng - 4x17m - Ngay công viên,6m,4.0,5.0,Có,"8,7 tỷ",68 m²,4x16m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
"Giảm 2,3 tỷ - Khu Tên Lửa - Gần Đường số 7 - 4 tầng - 5x24m - 4Pn lớn - Nội thất gỗ xịn",4m,4.0,4.0,Có,"9,2 tỷ",120 m²,5x24m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền nội bộ khu Tên Lửa - 4 tầng - 4x17m - 4PN - Gần công viên - Đường số 7,8m,4.0,4.0,Có,"9,2 tỷ",68 m²,4x17m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - KHU TÊN LỬA - AEON MALL - BÌNH TÂN GIÁP QUẬN 6,10m,4.0,6.0,Có,"11,8 tỷ",92 m²,4x23m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
"Giảm 1,2 tỷ - Khu Tên Lửa - Nhà thờ PhaoLô - 4 tầng - 4x18m - 4PN - Gần công viên",8m,4.0,5.0,Có,"8,1 tỷ",72 m²,4x18m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Cạnh Aeon Mall Bình Tân - Bến xe Miền Tây - 4 tầng -4x18m - 4PN - Gần công viên,8m,4.0,4.0,Có,"7,599 tỷ",72 m²,4x18m,08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - KHU PHÂN LÔ 2 MẶT TIỀN - BIỆT THỰ - VÕ VĂN KIỆT - BÌNH TÂN GIÁP QUẬN 6,10m,5.0,5.0,Có,"8,6 tỷ",100 m²,6x15m,08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
Mặt tiền Kinh Dương Vương - Kinh doanh đỉnh - 6 tầng - 4x17m - Đường 30m,30m,6.0,4.0,Có,13 tỷ,68 m²,4x17m,08/10/2025,"Đường Kinh Dương Vương, Phường Bình Phú, Hồ Chí Minh"
GẤP BÁN - KHU TÊN LỬA - GẦN AEON MALL BÌNH TÂN - GIÁP QUẬN 6,8m,4.0,4.0,Có,"9,799 tỷ",80 m²,"5,3x17m",08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền kinh doanh đỉnh ngay vòng xoay Phú Lâm - 3 tầng - 5m x 14m - 5PN -,12m,3.0,5.0,Có,"7,2 tỷ",80 m²,5x14m,08/10/2025,"Đường Bà Hom, Phường Phú Lâm, Hồ Chí Minh"
2 mặt tiền Phạm Văn Chí - Quận 6 - Ngang lớn 7m - Trệt cho thuê 20 triệu/ tháng,16m,4.0,5.0,Có,14 tỷ,115 m²,7x17m,08/10/2025,"Đường Phạm Văn Chí, Phường Bình Tiên, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KINH DOANH TRẦN VĂN KIỂU - HẬU GIANG - KHU BÌNH PHÚ - QUẬN 6,12m,5.0,4.0,Có,10 tỷ,80 m²,4x20m,08/10/2025,"Đường Trần Văn Kiểu, Phường Bình Phú, Hồ Chí Minh"
Sát mặt tiền Phạm Văn Chí - Quận 6 - 4 tầng - 5x17m - Gần khu Bình phú,4m,4.0,4.0,Có,"8,7 tỷ",85 m²,5x17m,08/10/2025,"Đường Phạm Văn Chí, Phường Bình Tiên, Hồ Chí Minh"
"KDC Nam Hùng Vương - 5 tầng - 4,5m x 20m - 6PN - Ô lắp thang máy",30m,5.0,6.0,Có,"11,499 tỷ",90 m²,"4,5x20m",08/10/2025,"Đường Võ Văn Kiệt, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - TRUNG TÂM KHU BÌNH PHÚ - CÔNG VIÊN - METRO BÌNH PHÚ - QUẬN 6,10m,5.0,5.0,Có,"20,5 tỷ",115 m²,5x23m,08/10/2025,"Đường Bình Phú, Phường Bình Phú, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KINH DOANH CẠNH PHẠM VĂN CHÍ - QUẬN 6,12m,4.0,4.0,Có,"13,99 tỷ",80 m²,"4,5x16m",08/10/2025,"Đường Lò Gốm, Phường Bình Tiên, Hồ Chí Minh"
"ĐẤT mặt tiền khu Tên Lửa - 4,5x23m - Đường 8m (có lề) - Xây cao tầng đồng bộ",8m,1.0,1.0,Có,10 tỷ,104 m²,"4,5x23m",08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KHU TÊN LỬA GIÁ RẺ - AEON MALL BÌNH TÂN - GIÁP QUẬN 6,6m,4.0,4.0,Có,"6,8 tỷ",40 m²,4x10m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Khu Tên Lửa - Aeon Mall Bình Tân - 3 tầng - 4m x 21m - 6PN (1PN trệt),6m,3.0,6.0,Có,"8,75 tỷ",84 m²,4x21m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
GẤP BÁN - MẶT TIỀN KHU TÊN LỬA - CHỢ DA SÀ - AEON MALL BÌNH TÂN - GIÁP QUẬN 6,8m,4.0,4.0,Có,"8,5 tỷ",60 m²,"4,5x13m",08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Mặt tiền khu Tên Lửa - Ao Sen - 5x20m - 4 tầng - Công viên - Aeon Mall Bình Tân,10m,4.0,4.0,Có,"14,399 tỷ",100 m²,5x20m,08/10/2025,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh"
Nhà 4 tầng - 80m2 - Sát Võ Văn Kiệt - Aeon Mall Bình Tân - 4PN khép kín - Đường 10m thông,10m,4.0,4.0,Có,"8,3 tỷ",80 m²,4x20m,08/10/2025,"Đường An Dương Vương, Phường An Lạc, Hồ Chí Minh"
Mặt tiền kinh doanh Hậu Giang - Cạnh Bình Phú - 4 tầng - 5x20m - 4PN lớn - Đường 20m,20m,4.0,4.0,Có,15 tỷ,100 m²,5x20m,08/10/2025,"Đường Hậu Giang, Phường Phú Lâm, Hồ Chí Minh"
CHIA TÀI SẢN CẦN BÁN GẤP MT LÝ THƯỜNG KIỆT. P6-Q10. DT:4.6X23M. 5 TẦNG . GIÁ 25 TỶ,30m,5.0,6.0,Không,25 tỷ,95 m²,"4,6x23m",08/10/2025,"Đường Lý Thường Kiệt, Phường Diên Hồng, Hồ Chí Minh"
BÁN GẤP 2 MẶT TIỀN CÔ BẮC . P CÔ GIANG-Q1. DT: 4X25M. 5 TẦNG. HDT: 80TR/TH. GIÁ 43 TỶ,25m,5.0,6.0,Không,43 tỷ,95 m²,4x25m,08/10/2025,"Đường Cô Bắc, Phường Cầu Ông Lãnh, Hồ Chí Minh"
BÁN GẤP MT ĐỀ THÁM.P CÔ GIANG Q1.6 TẦNG THANG MÁY.HDT:90TR/TH. GIÁ 32 TỶ,25m,6.0,6.0,Không,32 tỷ,65 m²,"4,7x15m",08/10/2025,"Đường Đề Thám, Phường Cầu Ông Lãnh, Hồ Chí Minh"
BÁN NHÀ MT NGUYỄN CƯ TRINH. P NCT-Q1.HẦM 7 TẦNG.HDT:95TR/TH. GIÁ 42 TỶ,30m,7.0,7.0,Không,42 tỷ,65 m²,"4,4x18m",08/10/2025,"Đường Nguyễn Cư Trinh, Phường Cầu Ông Lãnh, Hồ Chí Minh"
"BÁN GẤP MT TRẦN QUANG KHẢI,P TÂN ĐỊNH Q1. DT:48X30M. CÔNG NHẬN: 130M2 GIÁ 39 TỶ",30m,2.0,2.0,Không,39 tỷ,130 m²,"4,8x30m",08/10/2025,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh"
BÁN NHÀ MT NGUYỄN THÁI HỌC. P BẾN THÀNH MỚI. DT:4X18M. 4 TẦNG. GIÁ 21 TỶ TL,35m,4.0,4.0,Không,21 tỷ,70 m²,4x18m,08/10/2025,"Đường Nguyễn Thái Học, Phường Bến Thành, Hồ Chí Minh"
BÁN GẤP NHÀ NGAY HÀ ĐÔ CENTROSA.P12-Q10. HẦM 6 TẦNG THANG MÁY. HDT:60TR/TH. 21 TỶ,12m,7.0,10.0,Không,21 tỷ,70 m²,"5,3x15m",08/10/2025,"Đường Cao Thắng, Phường Hòa Hưng, Hồ Chí Minh"
"Góc 2MT Nguyễn Đình Chiểu - Cao Thắng, Quận 3 - DT: 8x16m - 5 tầng - HĐT 200 triệu",20m,5.0,5.0,Không,60 tỷ,128 m²,8x16m,08/10/2025,"Đường Nguyễn Đình Chiểu, Phường Bàn Cờ, Hồ Chí Minh"
"Bán đất Lê Đức Thọ, phường 15, Gò Vấp, DT 60 x 150m, 9.000m2, giá rẻ 50 triệu/m2",10m,1.0,2.0,Không,50 triệu / m²,9000 m²,60x150m,08/10/2025,"Đường Lê Đức Thọ, Phường An Hội Đông, Hồ Chí Minh"
"Góc 2MT Nguyễn Trãi + Nguyễn Văn Tráng, Quận 1 - 4.5x20m - 3 tầng - HĐT 150 triệu",20m,3.0,3.0,Không,"48,5 tỷ",90 m²,"4,5x20m",08/10/2025,"Đường Nguyễn Trãi, Phường Bến Thành, Hồ Chí Minh"
"Bán nhà Mặt tiền Cộng Hòa, P.13, Tân Bình Gần nhà ga T3,. DT: 7.2x20m. 2 tầng. Giá bán: 45",40m,2.0,2.0,Không,45 tỷ,142 m²,"7,2x20m",08/10/2025,"Đường Cộng Hòa, Phường Tân Bình, Hồ Chí Minh"
"BÁN NHÀ ĐẤT MẶT TIỀN QUỐC LỘ 13, THỦ ĐỨC. DT: 5.000M2, GIÁ 260 TỶ",40m,1.0,5.0,Không,260 tỷ,5000 m²,50x100m,08/10/2025,"Quốc Lộ 13, Phường Hiệp Bình, Hồ Chí Minh"
"Bán tòa nhà góc 2 mặt tiền cực hiếm 82 - 84 Lê Quang Định, P. 14, Bình Thạnh",20m,7.0,7.0,Không,67 tỷ,124 m²,"6,5x20,5m",08/10/2025,"Đường Lê Quang Định, Phường Bình Thạnh, Hồ Chí Minh"
"Building góc 2MT 82-84 Lê Quang Định, P. 14, Q.Bình Thạnh. DT: 6.42 x 20.47m. Hầm 7 tầng.",20m,7.0,7.0,Không,67 tỷ,123 m²,"6,5x20,5m",08/10/2025,"Đường Lê Quang Định, Phường Bình Thạnh, Hồ Chí Minh"
"Bán nhà 2/68 đường Vườn Lài, Tân Phú; DT 16 x 19m, 4 tầng; giá 40 tỷ",6m,4.0,30.0,Không,40 tỷ,314 m²,16x19m,08/10/2025,"Đường Vườn Lài, Phường Tân Sơn Nhì, Hồ Chí Minh"
"Gấp bán giảm 1,1TỶ nhà HXH thông VườnLài Q.TPhú 55m2 4 T 4PN giá chỉ 6TỶXXX",1m,4.0,4.0,Có,"6,6 tỷ",55 m²,4x14m,08/10/2025,"Đường Vườn Lài, Phường Phú Thọ Hòa, Hồ Chí Minh"
"Building mặt tiền Phan Đăng Lưu, Phường 7, Quận Phú Nhuận - 7.8 x 20m - H7T - 65 tỷ",25m,7.0,7.0,Không,65 tỷ,152 m²,"7,8x20m",08/10/2025,"Đường Phan Đăng Lưu, Phường Cầu Kiệu, Hồ Chí Minh"
"góc 2 MT Đinh Tiên Hoàng - Nguyễn Văn Thủ, Quận 1 (5 x 20m) K/c 3 lầu, HĐT 120tr - 35 tỷ",20m,3.0,3.0,Không,35 tỷ,100 m²,5x20m,08/10/2025,"Đường Đinh Tiên Hoàng, Phường Tân Định, Hồ Chí Minh"
"Bán tòa nhà ngay Đại học Nguyễn Tất Thành, thu nhập 400 triệu/th, giá rẻ 69 tỷ",8m,6.0,120.0,Không,69 tỷ,3000 m²,20x35m,08/10/2025,"Đường Vườn Lài, Phường An Phú Đông, Hồ Chí Minh"
"QUẬN 1 SÁT PHỐ TÂY BÙI VIỆN - 4Tầng LÔ GÓC - NỞ HẬU - 4.8x14.5 - 14,9tỷ",3m,4.0,6.0,Có,"14,9 tỷ",60 m²,,08/10/2025,"Đường Phạm Ngũ Lão, Phường Bến Thành, Hồ Chí Minh"
BÁN NHÀ KHU CITYLAND PHƯỜNG 10 - GÒ VẤP TP. HCM - 23Tỷ.,10m,5.0,5.0,Có,23 tỷ,100 m²,2x20m,08/10/2025,"Đường Nguyễn Văn Lượng, Phường Gò Vấp, Hồ Chí Minh"
"TRUNG TÂM QUẬN 1 - MẶT TIỀN KINH DOANH NGUYỄN CẢNH CHÂN - NHÀ 4tầng 👉 13,9tỷ.",8m,4.0,6.0,Có,"13,9 tỷ",33 m²,,08/10/2025,"Đường Nguyễn Cảnh Chân, Phường Cầu Ông Lãnh, Hồ Chí Minh"
"BÁN ĐẤT 2 MT ĐƯỜNG NHỰA 16M - DT 1,415.1M2 - P8 - Gò Vấp - GIÁ BÁN 210 Tỷ.",16m,,,Có,210 tỷ,1415 m²,,08/10/2025,"Đường Quang Trung, Phường Thông Tây Hội, Hồ Chí Minh"
"NHÀ MỚI 4 TẦNG THANG MÁY - HẺM XH - DIỆN TÍCH LỚN 92M2 - BÁN 18,2 Tỷ - VÕ VĂN KIỆT - Q1",4m,4.0,5.0,Có,"18,2 tỷ",92 m²,,08/10/2025,"Đường Võ Văn Kiệt, Phường Cầu Ông Lãnh, Hồ Chí Minh"
BÁN BIỆT THỰ ĐẲNG CẤP VIP SÁT MT PHAN XÍCH LONG - PHÚ NHUẬN - 12x20 - GIÁ BÁN CHỈ 38 Tỷ.,5m,3.0,8.0,Có,38 tỷ,240 m²,,08/10/2025,"Đường Phan Xích Long, Phường Đức Nhuận, Hồ Chí Minh"
"CHÍNH CHỦ GỦI BÁN. NHÀ 5 TẦNG HẺM XH THẲNG 1 TRỤC 60M2 - BÁN 10,9tỷ - LÊ VĂN SỸ PHÚ NHUẬN",5m,5.0,4.0,Có,"10,9 tỷ",60 m²,,08/10/2025,"Đường Lê Văn Sỹ, Phường Phú Nhuận, Hồ Chí Minh"
"Bán Nhà Riêng 120m2, 25 tỷ, 6PN, 3 tầng tại Trần Đình Xu, Cô Giang, Q1, HCM - Hot!",6m,3.0,6.0,Có,25 tỷ,120 m²,,08/10/2025,"Đường Trần Đình Xu, Phường Cầu Ông Lãnh, Hồ Chí Minh"
"BÁN NHÀ TẠI PHỐ TÂY BÙI VIỆN, 11tỷ, 2 Tầng ( 5.4 x 12 ) HẺM ĐẸP 3m SÁT MT QUẬN 1, TP.HCM",3m,2.0,4.0,Có,11 tỷ,63 m²,,08/10/2025,"Đường Bùi Viện, Phường Bến Thành, Hồ Chí Minh"
"Bán CHDV ngay ĐH VĂN LANG, GÒ VẤP. Hơn 26phòng dòng tiền 160tr/t, 29,5 tỷ 140M2 ngang 10M",6m,6.0,26.0,Có,"29,5 tỷ",140 m²,,08/10/2025,"Đường Nguyễn Thái Sơn, Phường An Nhơn, Hồ Chí Minh"
LÊ ĐỨC THỌ - GÒ VẤP. GẤP BÁN BIỆT THỰ SÂN VƯỜN ( 7.3 x 20 ) ~ 146 M2 - 4 Tầng - 17 Tỷ,10m,4.0,5.0,Có,17 tỷ,146 m²,,08/10/2025,"Đường Lê Đức Thọ, Phường An Hội Đông, Hồ Chí Minh"
"NHÀ, CHDV KHU VIP SÂN BAY MT BẠCH ĐẰNG - P2 - TÂN BÌNH - 100M2 NGANG 6m - 36,8 Tỷ",20m,7.0,13.0,Có,"36,8 tỷ",100 m²,,08/10/2025,"Đường Bạch Đằng, Phường Tân Sơn Hòa, Hồ Chí Minh"
BÁN NHÀ 3 TẦNG 6PN TRẦN ĐÌNH XU - HẺM OTO TRÁNH - QUẬN 1 - 120M2 - 25 Tỷ,7m,3.0,6.0,Có,25 tỷ,120 m²,,08/10/2025,"Đường Trần Đình Xu, Phường Cầu Ông Lãnh, Hồ Chí Minh"
TRUNG TÂM QUẬN 1 - NHÀ 8 TẦNG THANG MÁY + PCCC CHUẨN - THIẾT KẾ THÔNG SÀN HOÀN THIỆN THEOÝ,8m,8.0,8.0,Có,67 tỷ,237 m²,,08/10/2025,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Hồ Chí Minh"
"BÌNH THẠNH - NGUYỄN HỮU CẢNH - 5tầng có thang máy ngang 5, dt 5x23 👉 giá bán 18,5 tỷ",5m,5.0,4.0,Có,"18,5 tỷ",115 m²,5x23m,08/10/2025,"Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
"BÁN NHÀ 5 Tầng THANG MÁY + FULL NỘI THẤT, HẺM XH 5M - LÊ VĂN THỌ - GÒ VẤP 4x14 - 10,68 Tỷ",5m,5.0,4.0,Có,"10,68 tỷ",56 m²,4x14m,08/10/2025,"Đường Lê Văn Thọ, Phường An Hội Tây, Hồ Chí Minh"
MẶT TIỀN ĐƯỜNG NGUYỄN TRỌNG TUYỂN - PHÚ NHUẬN - 5x18 - 2Tầng - 15 Tỷ.,10m,2.0,2.0,Có,15 tỷ,75 m²,,08/10/2025,"Đường Nguyễn Trọng Tuyển, Phường Phú Nhuận, Hồ Chí Minh"
"Quận 1👉 Bán nhà cũ phù hợp sửa, xây mới. 45M2 hẻm vf3 tới cửa 👉 chỉ 8,2 tỷ.","3,5m",2.0,2.0,Có,"8,2 tỷ",45 m²,,08/10/2025,"Đường Phạm Ngũ Lão, Phường Bến Thành, Hồ Chí Minh"
"Bán Nhà, CHDV 7 tầng có thang máy, MT đường Bạch Đằng. Tân Bình👉 71M2 giá 3x tỷ.",20m,7.0,13.0,Có,38 tỷ,71 m²,,08/10/2025,"Đường Bạch Đằng, Phường Tân Sơn Hòa, Hồ Chí Minh"
